user_id,duolingo_start_date,daily_goal,highest_course_progress,took_placement_test,purchased_subscription,highest_crown_count,n_active_days,n_lessons_started,n_lessons_completed,longest_streak,n_days_on_platform,
35cf770272c911e99008dca9049399ef,12/5/21 16:35,,14,FALSE,FALSE,57,20,34,32,7,173,
35cea38f72c911e999eadca9049399ef,6/19/16 20:59,1,6,FALSE,TRUE,50,87,298,267,57,2168,
35d1427572c911e981cadca9049399ef,10/11/19 20:58,50,2,FALSE,FALSE,2,6,15,5,0,959,
35d4240072c911e9a1eddca9049399ef,4/5/20 13:04,,64,TRUE,FALSE,68,10,11,9,1,782,
35cc8c5472c911e993fcdca9049399ef,5/23/22 11:45,50,6,FALSE,FALSE,10,5,45,36,5,4,
35d270ee72c911e9b042dca9049399ef,12/23/21 21:12,,4,TRUE,FALSE,7,5,15,15,5,155,
35d10d7372c911e9a6d2dca9049399ef,9/20/20 15:45,30,34,TRUE,TRUE,180,63,492,454,14,614,
35cb5cba72c911e9a7dcdca9049399ef,8/25/21 11:41,,35,TRUE,TRUE,173,94,705,695,188,275,
35d4ed7372c911e9a096dca9049399ef,6/28/17 16:34,,58,FALSE,FALSE,274,82,258,254,11,1794,
35d5983072c911e9b9bfdca9049399ef,11/8/20 18:21,50,83,TRUE,FALSE,300,86,662,597,51,565,
35d7691c72c911e9a441dca9049399ef,4/8/20 19:35,,11,TRUE,FALSE,31,32,135,104,3,779,
35d561f572c911e9a133dca9049399ef,5/24/22 17:02,,16,TRUE,FALSE,38,4,82,80,4,3,
35cfe60f72c911e9afafdca9049399ef,5/30/19 8:35,20,10,FALSE,FALSE,21,13,44,37,2,1093,
35d02b7872c911e9a1d1dca9049399ef,2/20/17 3:01,,38,FALSE,FALSE,123,95,359,341,65,1922,
35d50f6e72c911e9873bdca9049399ef,4/4/22 15:32,,17,FALSE,FALSE,63,50,278,276,22,53,
35cf7b2672c911e996e7dca9049399ef,4/28/21 20:39,,29,FALSE,FALSE,95,18,25,20,3,394,
35d4907872c911e98214dca9049399ef,5/21/22 9:21,,2,FALSE,FALSE,1,3,4,3,1,6,
35cb206172c911e9b37bdca9049399ef,11/15/21 0:29,,7,TRUE,FALSE,53,55,144,118,12,193,
35d14a4572c911e98fe8dca9049399ef,11/8/21 13:57,,33,TRUE,FALSE,,86,163,157,111,200,
35d1852e72c911e989c0dca9049399ef,6/8/16 20:58,50,8,FALSE,TRUE,26,14,135,129,4,2179,
35cc0fe172c911e9bf78dca9049399ef,9/5/18 15:30,,35,FALSE,TRUE,293,93,749,736,582,1360,
35d1326672c911e98f41dca9049399ef,3/24/22 23:25,30,32,FALSE,TRUE,78,63,450,414,20,64,
35d6842172c911e9b447dca9049399ef,5/24/22 11:13,30,2,FALSE,FALSE,9,4,48,46,4,3,
35ccd1dc72c911e9887bdca9049399ef,2/19/22 19:03,,17,TRUE,FALSE,154,75,915,885,11,97,
35cd3ccf72c911e9a4d4dca9049399ef,9/24/21 23:41,50,32,FALSE,FALSE,153,50,317,287,18,245,
35d3056e72c911e9a652dca9049399ef,6/16/17 22:56,20,34,FALSE,TRUE,265,95,597,467,199,1806,
35cf666672c911e982c8dca9049399ef,9/1/21 7:48,20,26,TRUE,FALSE,146,62,188,168,155,268,
35d5ad9972c911e9b01fdca9049399ef,11/15/21 14:43,,11,FALSE,FALSE,76,90,272,259,192,193,
35cf595c72c911e980b3dca9049399ef,12/27/21 5:50,20,64,TRUE,TRUE,199,94,286,262,147,151,
35d1641772c911e9a949dca9049399ef,11/14/21 17:50,,30,TRUE,TRUE,178,87,736,650,20,194,
35cc2fe872c911e99c56dca9049399ef,3/2/19 15:46,20,18,FALSE,TRUE,68,95,194,190,120,1182,
35ce866172c911e99839dca9049399ef,5/3/22 16:36,,12,FALSE,TRUE,49,24,258,239,23,24,
35cd68d472c911e98899dca9049399ef,5/2/19 3:26,,27,FALSE,FALSE,81,13,5,4,3,1121,
35d1392b72c911e99390dca9049399ef,2/21/20 15:08,,31,FALSE,FALSE,202,28,36,38,2,826,
35d1ac0a72c911e9b9bbdca9049399ef,11/16/18 10:55,30,6,FALSE,TRUE,25,18,144,123,9,1288,
35cacb3a72c911e980cadca9049399ef,1/8/20 21:38,,19,FALSE,FALSE,109,3,5,4,6,870,
35cf869772c911e9ba0bdca9049399ef,1/20/21 12:28,30,25,TRUE,FALSE,78,2,10,9,1,492,
35d5eaba72c911e99972dca9049399ef,3/7/21 22:33,,34,TRUE,TRUE,292,94,542,523,408,446,
35cddb7372c911e9ab26dca9049399ef,10/28/20 11:56,,32,TRUE,FALSE,,74,524,510,34,576,
35ca0fba72c911e9a440dca9049399ef,5/27/17 15:25,,64,FALSE,FALSE,282,37,228,203,3,1826,
35cb115772c911e9a7acdca9049399ef,2/1/22 23:04,,22,TRUE,TRUE,118,78,556,527,18,115,
35d0e48c72c911e99c7cdca9049399ef,8/29/21 9:08,50,34,TRUE,FALSE,26,16,54,52,9,271,
35cee4e172c911e99ab2dca9049399ef,2/22/21 16:21,,16,TRUE,TRUE,113,79,399,387,61,459,
35d22e5172c911e9bef8dca9049399ef,10/1/20 20:50,,32,FALSE,FALSE,,86,193,182,106,603,
35cc181172c911e982e6dca9049399ef,11/7/18 5:56,30,55,FALSE,TRUE,242,66,371,366,66,1297,
35cde4c772c911e9af83dca9049399ef,5/15/22 15:23,50,9,TRUE,TRUE,31,12,243,237,8,12,
35cbf8fd72c911e99912dca9049399ef,5/17/20 14:03,,5,TRUE,TRUE,15,23,145,140,19,740,
35d6f1c572c911e9b1b6dca9049399ef,8/31/21 13:41,10,17,FALSE,FALSE,26,41,148,107,7,269,
35d3b88072c911e981e7dca9049399ef,4/17/22 16:20,,31,TRUE,FALSE,85,9,98,94,6,40,
35caa46672c911e985bbdca9049399ef,3/30/21 21:22,,34,TRUE,FALSE,180,18,52,51,4,423,
35cc550272c911e983c1dca9049399ef,6/11/21 3:32,20,64,TRUE,TRUE,147,77,184,183,221,350,
35d428eb72c911e9a933dca9049399ef,9/8/20 7:29,,21,FALSE,FALSE,85,27,181,144,24,626,
35d1874072c911e9a952dca9049399ef,2/27/17 17:34,,34,FALSE,FALSE,48,4,13,13,1,1915,
35d09d8072c911e980bcdca9049399ef,2/12/22 13:03,,19,TRUE,FALSE,87,95,615,589,105,104,
35ce7fb572c911e99afcdca9049399ef,4/17/22 20:08,,7,TRUE,FALSE,14,24,127,123,22,40,
35d1977572c911e98638dca9049399ef,4/7/21 19:35,,35,TRUE,FALSE,209,82,331,254,16,415,
35d3fda372c911e9ae5ddca9049399ef,6/30/18 22:01,50,35,FALSE,TRUE,199,87,186,173,359,1427,
35cec7e372c911e9981edca9049399ef,8/22/19 12:46,10,57,FALSE,TRUE,275,95,486,455,1008,1009,
35d120ca72c911e99aa1dca9049399ef,10/21/20 6:40,10,41,TRUE,FALSE,59,74,83,86,69,583,
35d6de9972c911e98088dca9049399ef,12/23/20 8:43,50,83,TRUE,TRUE,446,93,881,818,511,520,
35d2a92172c911e9b199dca9049399ef,10/8/21 16:56,,9,FALSE,FALSE,19,6,28,27,2,231,
35d2250572c911e9b6d2dca9049399ef,5/13/22 21:16,,31,TRUE,FALSE,115,10,151,143,6,14,
35d3395c72c911e98b2bdca9049399ef,11/9/21 21:03,,5,FALSE,FALSE,27,10,40,30,2,199,
35d3c58272c911e990d5dca9049399ef,3/30/22 23:52,,2,FALSE,FALSE,2,8,14,11,1,58,
35d5171772c911e9bcd6dca9049399ef,12/3/19 20:13,,58,TRUE,TRUE,346,91,95,93,395,906,
35cda9f372c911e99594dca9049399ef,1/6/18 21:40,,23,FALSE,TRUE,143,62,120,125,35,1602,
35ca2da672c911e9ba8fdca9049399ef,3/23/18 18:07,,44,TRUE,FALSE,45,46,238,229,10,1526,
35d3070072c911e9aad1dca9049399ef,5/22/22 3:35,20,6,TRUE,FALSE,15,6,53,45,2,5,
35cb5fee72c911e98917dca9049399ef,4/17/22 22:29,,10,FALSE,FALSE,84,34,281,270,14,40,
